UB Account Number,Service File Number,Acct Status,,UB Address,Zip (Lot),H.S. Service,UB Mapped - Private Side Verification Method,UB Mapped - Public Side Verification Method,H.S. Verification Method,S.S. Service,UB Private Side,UB Utility Side,UB SL Category,S.S. Verification Method,S.S. Previously Lead?,UB Account Type,
003569-000,1764,Delete,,206 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003570-000,5787,Delete,,208 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003571-000,19,Delete,,210 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003572-000,7935,Active,,214 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003574-000,1892,Delete,,220 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003575-000,432,Suspended,,224 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003576-000,2189,Suspended,,226 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003577-000,8213,Active,,230 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003578-000,2619,Delete,,232 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003579-000,1809,Active,,234 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003580-000,10817,Active,,260 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003581-000,1757,Active,,264 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003582-000,1795,Active,,304 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003583-000,1389,Active,,308 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003584-000,5015,Active,,312 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003585-000,417,Active,,316 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003586-000,1069,Active,,322 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003587-000,899,Active,,326 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003588-000,858,Active,,332 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003589-000,10534,Active,,338 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003590-000,109,Active,,342 FOURTH AV,10550,Lead,Field Inspection,Records,Field Inspection,Lead,Lead,Lead,Lead,Records,Yes,Billable,1
003591-000,1004,Active,,346 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003592-000,571,Active,,350 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003593-000,253,Active,,358 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003594-000,1274,Active,,362 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003595-000,2141,Active,,402 FOURTH AV,10550,Copper,Field Inspection,Excavation,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Excavation,Yes,Billable,1
003596-000,7916,Active,,408 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003597-000,539,Active,,410 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003598-000,714,Active,,414 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003599-000,913,Active,,418 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003600-000,773,Active,,420 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003601-000,737,Active,,422 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003602-000,411,Active,,426 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003603-000,413,Active,,428 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003604-000,412,Active,,430 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003605-000,4231,Active,,434 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003606-000,4635,Active,,438 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003607-000,259,Active,,442 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003608-000,284,Active,,444 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003609-000,3363,Active,,446 FOURTH AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
003610-000,2245,Active,,450 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003611-000,12413,Active,,452 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003612-000,12670,Active,,456 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003613-000,12389,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003614-000,12390,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003615-000,12391,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003616-000,12392,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003617-000,12393,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003618-000,12394,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003619-000,12395,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003620-000,12396,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003621-000,12397,Active,,462 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003622-000,4684,Delete,,470 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003623-000,4683,Active,,472 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003624-000,11712,Active,,530 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003625-000,11604,Active,,544 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003626-000,10999,Active,,612 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003627-000,11078,Active,,616 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003628-000,11034,Active,,618 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003629-000,9353,Active,,628 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003630-000,9352,Active,,630 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003631-000,12528,Active,,632 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003632-000,11866,Active,,646 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003633-000,9156,Active,,714 FOURTH AV,10550,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
003634-000,9478,Active,,718 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003635-000,8175,Active,,724 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003636-000,8176,Active,,728 FOURTH AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
003637-000,8177,Active,,730 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003638-000,12375,Active,,725 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003639-000,12338,Active,,723 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003640-000,11738,Active,,535 FOURTH AV,10550,copper,Field Inspection,Not Verified,Field Inspection,Unknown,Non-Lead,Unknown,Unknown,Not Verified,Unknown,Billable,1
003641-000,11093,Active,,525 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003642-000,12341,Active,,515 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003643-000,10757,Active,,473 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003644-000,562,Active,,453 FOURTH AV,10550,Copper,Other,Records,Other,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
003645-000,6596,Active,,445 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Brass,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003646-000,12400,Active,,437 FOURTH AV,10550,Copper,Customer Identification with Photo or Other Verification,Not Verified,Customer ID with Photo or Other Verification,Unknown,Non-Lead,Unknown,Unknown,Not Verified,Unknown,Billable,1
003647-000,2094,Active,,435 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003648-000,11244,Active,,431 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003649-000,11243,Active,,427 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003650-000,2803,Active,,423 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003651-000,2665,Active,,421 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003652-000,148,Active,,419 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003653-000,2697,Active,,417 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003654-000,4584,Active,,415 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003655-000,12046,Active,,411 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003656-000,4023,Active,,405 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003657-000,12042,Active,,401 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003658-000,4208,Active,,361 FOURTH AV,10550,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003659-000,231,Active,,357 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003660-000,3557,Active,,353 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003661-000,440,Active,,349 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003662-000,2027,Active,,347 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003663-000,1241,Active,,345 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003664-000,123,Active,,343 FOURTH AV,10550,copper,Customer Identification with Photo or Other Verification,Records,Customer Identification,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
003665-000,4515,Delete,,341 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003666-000,5197,Active,,335 FOURTH AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
003667-000,563,Active,,321 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003668-000,3992,Active,,319 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003669-000,740,Active,,315 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003670-000,2653,Active,,311 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003671-000,2652,Active,,309 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003672-000,1843,Active,,271 FOURTH AV,10550,Copper,Field Inspection,Records,Onsite Verification,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
003673-000,7881,Active,,267 FOURTH AV,10550,Lead,Other,Excavation,Other,Copper,Lead,Non-Lead,Lead,Excavation,Yes,Billable,1
003674-000,1510,Delete,,249 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003675-000,12203,Active,,251 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003676-000,3064,Active,,245 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003677-000,1724,Active,,233 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003678-000,1658,Suspended,,219 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003679-000,4693,Delete,,209 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003680-000,1667,Delete,,207 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003681-000,11989,Delete,,207 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003682-000,1378,Delete,,205 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003683-000,145,Active,,161 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003684-000,3124,Active,,159 FOURTH AV,10550,Copper,Field Inspection,Records,Onsite Verification,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
003685-000,404,Active,,157 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003686-000,1397,Active,,155 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003687-000,2468,Active,,153 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003688-000,2443,Active,,149 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003689-000,1913,Suspended,,147 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003690-000,4514,Active,,145 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003691-000,12322,Active,,139 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003692-000,382,Active,,137 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003693-000,140,Active,,133 FOURTH AV,10550,copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
003694-000,2424,Delete,,127 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003695-000,12549,Active,,129 FOURTH AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
003696-000,2487,Delete,,125 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003697-000,897,Active,,121 FOURTH AV,10550,Lead,Field Inspection,Records,Onsite Verification,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003698-000,7446,Suspended,,119 FOURTH AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
003699-000,291,Active,,117 FOURTH AV,10550,Lead,Records,Records,Records,Brass,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003700-000,3860,Active,,115 FOURTH AV,10550,Copper,Field Inspection,Excavation,Onsite Verification,Copper,Non-Lead,Non-Lead,Non-Lead,Excavation,Yes,Billable,1
003701-000,1642,Active,,113 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003702-000,3032,Active,,111 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003703-000,3040,Active,,111 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003704-000,3017,Active,,109 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003705-000,3022,Active,,109 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003706-000,3280,Active,,107 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003707-000,115,Active,,105 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003708-000,1242,Delete,,103 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003709-000,1554,Active,,101 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
003710-000,1,Active,,75 FOURTH AV,10550,Lead,Other,Records,Other,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003711-000,1698,Active,,73 FOURTH AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
003712-000,1452,Active,,71 FOURTH AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
003713-000,1697,Active,,69 FOURTH AV,10550,Copper,Customer Identification with Photo or Other Verification,Records,Customer ID with Photo or Other Verification,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
